date,cusip,issuer,sector,bond_spread_bps,cds_spread_bps,basis_bps
2026-02-09,12345C300,AppWorks LLC,Software,478.79,532.76,-53.97
2026-02-10,12345C300,AppWorks LLC,Software,483.21,538.78,-55.57
2026-02-11,12345C300,AppWorks LLC,Software,470.1,521.18,-51.08
2026-02-12,12345C300,AppWorks LLC,Software,475.2,524.67,-49.47
2026-02-13,12345C300,AppWorks LLC,Software,484.41,535.18,-50.77
2026-02-16,12345C300,AppWorks LLC,Software,483.12,528.57,-45.45
2026-02-17,12345C300,AppWorks LLC,Software,480.77,527.81,-47.05
2026-02-18,12345C300,AppWorks LLC,Software,467.94,513.21,-45.27
2026-02-19,12345C300,AppWorks LLC,Software,461.0,505.6,-44.6
2026-02-20,12345C300,AppWorks LLC,Software,456.29,497.72,-41.43
2026-02-23,12345C300,AppWorks LLC,Software,445.77,483.37,-37.61
2026-02-24,12345C300,AppWorks LLC,Software,445.53,483.14,-37.61
2026-02-25,12345C300,AppWorks LLC,Software,446.19,485.76,-39.57
2026-02-26,12345C300,AppWorks LLC,Software,462.27,500.77,-38.5
2026-02-27,12345C300,AppWorks LLC,Software,457.64,497.92,-40.27
2026-03-02,12345C300,AppWorks LLC,Software,461.64,496.96,-35.32
2026-03-03,12345C300,AppWorks LLC,Software,465.18,500.24,-35.06
2026-03-04,12345C300,AppWorks LLC,Software,442.84,478.9,-36.05
2026-03-05,12345C300,AppWorks LLC,Software,445.1,480.77,-35.67
2026-03-06,12345C300,AppWorks LLC,Software,451.56,490.68,-39.12
2026-03-09,12345C300,AppWorks LLC,Software,465.85,507.48,-41.63
2026-03-10,12345C300,AppWorks LLC,Software,471.96,510.67,-38.71
2026-03-11,12345C300,AppWorks LLC,Software,476.44,516.87,-40.43
2026-03-12,12345C300,AppWorks LLC,Software,473.6,516.73,-43.13
2026-03-13,12345C300,AppWorks LLC,Software,464.95,506.82,-41.86
2026-03-16,12345C300,AppWorks LLC,Software,476.49,515.47,-38.98
2026-03-17,12345C300,AppWorks LLC,Software,482.87,520.13,-37.26
2026-03-18,12345C300,AppWorks LLC,Software,491.39,526.25,-34.85
2026-03-19,12345C300,AppWorks LLC,Software,480.8,517.63,-36.82
2026-03-20,12345C300,AppWorks LLC,Software,492.43,532.89,-40.46
2026-03-23,12345C300,AppWorks LLC,Software,476.04,512.82,-36.79
2026-03-24,12345C300,AppWorks LLC,Software,480.39,518.06,-37.67
2026-03-25,12345C300,AppWorks LLC,Software,493.47,531.85,-38.38
2026-03-26,12345C300,AppWorks LLC,Software,483.02,518.16,-35.14
2026-03-27,12345C300,AppWorks LLC,Software,484.21,518.04,-33.83
2026-03-30,12345C300,AppWorks LLC,Software,489.81,522.58,-32.77
2026-03-31,12345C300,AppWorks LLC,Software,488.74,516.17,-27.44
2026-04-01,12345C300,AppWorks LLC,Software,472.62,501.75,-29.13
2026-04-02,12345C300,AppWorks LLC,Software,472.25,499.13,-26.89
2026-04-03,12345C300,AppWorks LLC,Software,469.75,496.57,-26.82
2026-04-06,12345C300,AppWorks LLC,Software,474.41,500.64,-26.23
2026-04-07,12345C300,AppWorks LLC,Software,477.6,500.1,-22.49
2026-04-08,12345C300,AppWorks LLC,Software,491.34,512.64,-21.3
2026-04-09,12345C300,AppWorks LLC,Software,486.38,506.41,-20.04
2026-04-10,12345C300,AppWorks LLC,Software,482.87,500.31,-17.43
2026-04-13,12345C300,AppWorks LLC,Software,489.86,508.29,-18.43
2026-04-14,12345C300,AppWorks LLC,Software,480.1,500.7,-20.6
2026-04-15,12345C300,AppWorks LLC,Software,485.11,508.41,-23.3
2026-04-16,12345C300,AppWorks LLC,Software,499.26,527.55,-28.29
2026-04-17,12345C300,AppWorks LLC,Software,483.84,507.08,-23.23
2025-10-01,12345D400,TechServices Inc,Software,390.0,390.0,-20.0
2025-10-02,12345D400,TechServices Inc,Software,384.24,402.2,-17.96
2025-10-03,12345D400,TechServices Inc,Software,391.0,410.38,-19.38
2025-10-06,12345D400,TechServices Inc,Software,397.35,417.04,-19.69
2025-10-07,12345D400,TechServices Inc,Software,397.98,416.92,-18.94
2025-10-08,12345D400,TechServices Inc,Software,396.49,415.03,-18.54
2025-10-09,12345D400,TechServices Inc,Software,402.1,418.95,-16.85
2025-10-10,12345D400,TechServices Inc,Software,413.16,431.18,-18.01
2025-10-13,12345D400,TechServices Inc,Software,406.73,423.54,-16.81
2025-10-14,12345D400,TechServices Inc,Software,407.73,425.27,-17.54
2025-10-15,12345D400,TechServices Inc,Software,405.35,421.13,-15.77
2025-10-16,12345D400,TechServices Inc,Software,406.98,421.29,-14.32
2025-10-17,12345D400,TechServices Inc,Software,404.83,421.57,-16.73
2025-10-20,12345D400,TechServices Inc,Software,390.96,405.05,-14.1
2025-10-21,12345D400,TechServices Inc,Software,380.25,395.77,-15.52
2025-10-22,12345D400,TechServices Inc,Software,379.61,393.19,-13.58
2025-10-23,12345D400,TechServices Inc,Software,373.4,386.14,-12.74
2025-10-24,12345D400,TechServices Inc,Software,375.03,383.26,-8.23
2025-10-27,12345D400,TechServices Inc,Software,365.47,374.33,-8.86
2025-10-28,12345D400,TechServices Inc,Software,356.07,365.89,-9.82
2025-10-29,12345D400,TechServices Inc,Software,363.7,373.65,-9.95
2025-10-30,12345D400,TechServices Inc,Software,350.67,361.46,-10.78
2025-10-31,12345D400,TechServices Inc,Software,354.16,363.02,-8.86
2025-11-03,12345D400,TechServices Inc,Software,348.27,361.25,-12.98
2025-11-04,12345D400,TechServices Inc,Software,335.41,351.1,-15.7
2025-11-05,12345D400,TechServices Inc,Software,333.37,351.82,-18.45
2025-11-06,12345D400,TechServices Inc,Software,328.67,344.82,-16.15
2025-11-07,12345D400,TechServices Inc,Software,341.62,353.58,-11.96
2025-11-10,12345D400,TechServices Inc,Software,338.44,350.74,-12.3
2025-11-11,12345D400,TechServices Inc,Software,334.5,347.3,-12.8
2025-11-12,12345D400,TechServices Inc,Software,330.57,343.27,-12.7
2025-11-13,12345D400,TechServices Inc,Software,351.79,361.67,-9.88
2025-11-14,12345D400,TechServices Inc,Software,350.1,362.38,-12.28
2025-11-17,12345D400,TechServices Inc,Software,339.89,351.65,-11.76
2025-11-18,12345D400,TechServices Inc,Software,345.39,354.79,-9.4
2025-11-19,12345D400,TechServices Inc,Software,333.37,341.6,-8.23
2025-11-20,12345D400,TechServices Inc,Software,336.86,344.7,-7.84
2025-11-21,12345D400,TechServices Inc,Software,330.22,335.64,-5.41
2025-11-24,12345D400,TechServices Inc,Software,322.98,335.24,-12.25
2025-11-25,12345D400,TechServices Inc,Software,324.97,335.6,-10.64
2025-11-26,12345D400,TechServices Inc,Software,330.85,343.2,-12.35
2025-11-27,12345D400,TechServices Inc,Software,327.02,344.03,-17.01
2025-11-28,12345D400,TechServices Inc,Software,331.35,347.16,-15.81
2025-12-01,12345D400,TechServices Inc,Software,330.17,342.63,-12.46
2025-12-02,12345D400,TechServices Inc,Software,319.68,332.57,-12.88
2025-12-03,12345D400,TechServices Inc,Software,329.26,339.84,-10.58
2025-12-04,12345D400,TechServices Inc,Software,328.49,335.12,-6.63
2025-12-05,12345D400,TechServices Inc,Software,334.8,338.22,-3.42
2025-12-08,12345D400,TechServices Inc,Software,336.98,336.38,0.6
2025-12-09,12345D400,TechServices Inc,Software,329.82,327.45,2.37
2025-12-10,12345D400,TechServices Inc,Software,334.2,331.72,2.48
2025-12-11,12345D400,TechServices Inc,Software,326.64,328.24,-1.6
2025-12-12,12345D400,TechServices Inc,Software,326.88,329.18,-2.3
2025-12-15,12345D400,TechServices Inc,Software,330.2,334.68,-4.49
2025-12-16,12345D400,TechServices Inc,Software,347.31,346.44,0.86
2025-12-17,12345D400,TechServices Inc,Software,360.07,359.73,0.34
2025-12-18,12345D400,TechServices Inc,Software,352.85,352.28,0.57
2025-12-19,12345D400,TechServices Inc,Software,357.0,355.13,1.87
2025-12-22,12345D400,TechServices Inc,Software,360.83,358.93,1.9
2025-12-23,12345D400,TechServices Inc,Software,372.78,366.72,6.06
2025-12-24,12345D400,TechServices Inc,Software,372.0,367.58,4.42
2025-12-25,12345D400,TechServices Inc,Software,367.86,363.03,4.83
2025-12-26,12345D400,TechServices Inc,Software,357.68,354.79,2.89
2025-12-29,12345D400,TechServices Inc,Software,353.99,354.48,-0.49
2025-12-30,12345D400,TechServices Inc,Software,359.82,361.92,-2.1
2025-12-31,12345D400,TechServices Inc,Software,369.38,371.65,-2.27
2026-01-01,12345D400,TechServices Inc,Software,365.68,369.11,-3.43
2026-01-02,12345D400,TechServices Inc,Software,375.96,381.2,-5.24
2026-01-05,12345D400,TechServices Inc,Software,388.12,396.95,-8.83
2026-01-06,12345D400,TechServices Inc,Software,379.34,388.46,-9.12
2026-01-07,12345D400,TechServices Inc,Software,382.88,395.84,-12.96
2026-01-08,12345D400,TechServices Inc,Software,401.1,412.24,-11.14
2026-01-09,12345D400,TechServices Inc,Software,400.88,411.89,-11.02
2026-01-12,12345D400,TechServices Inc,Software,414.99,429.73,-14.74
2026-01-13,12345D400,TechServices Inc,Software,390.9,406.49,-15.59
2026-01-14,12345D400,TechServices Inc,Software,399.45,417.0,-17.55
2026-01-15,12345D400,TechServices Inc,Software,399.73,416.56,-16.84
2026-01-16,12345D400,TechServices Inc,Software,402.01,415.58,-13.56
2026-01-19,12345D400,TechServices Inc,Software,408.06,426.4,-18.33
2026-01-20,12345D400,TechServices Inc,Software,404.19,422.32,-18.12
2026-01-21,12345D400,TechServices Inc,Software,405.3,423.91,-18.61
2026-01-22,12345D400,TechServices Inc,Software,409.69,426.7,-17.01
2026-01-23,12345D400,TechServices Inc,Software,421.94,438.49,-16.55
2026-01-26,12345D400,TechServices Inc,Software,416.6,435.12,-18.51
2026-01-27,12345D400,TechServices Inc,Software,412.07,431.46,-19.39
2026-01-28,12345D400,TechServices Inc,Software,407.25,428.71,-21.46
2026-01-29,12345D400,TechServices Inc,Software,415.17,434.02,-18.85
2026-01-30,12345D400,TechServices Inc,Software,423.36,442.24,-18.88
2026-02-02,12345D400,TechServices Inc,Software,415.18,429.38,-14.21
2026-02-03,12345D400,TechServices Inc,Software,424.02,438.46,-14.44
2026-02-04,12345D400,TechServices Inc,Software,430.32,446.61,-16.29
2026-02-05,12345D400,TechServices Inc,Software,437.1,457.25,-20.15
2026-02-06,12345D400,TechServices Inc,Software,422.72,447.46,-24.74
2026-02-09,12345D400,TechServices Inc,Software,417.75,446.53,-28.78
2026-02-10,12345D400,TechServices Inc,Software,420.37,448.56,-28.19
2026-02-11,12345D400,TechServices Inc,Software,409.3,436.3,-27.0
2026-02-12,12345D400,TechServices Inc,Software,407.6,438.64,-31.03
2026-02-13,12345D400,TechServices Inc,Software,407.74,436.62,-28.88
2026-02-16,12345D400,TechServices Inc,Software,411.6,441.76,-30.16
2026-02-17,12345D400,TechServices Inc,Software,412.34,442.22,-29.88
2026-02-18,12345D400,TechServices Inc,Software,400.86,426.78,-25.93
2026-02-19,12345D400,TechServices Inc,Software,396.52,420.29,-23.76
2026-02-20,12345D400,TechServices Inc,Software,392.74,417.25,-24.52
2026-02-23,12345D400,TechServices Inc,Software,383.31,410.13,-26.82
2026-02-24,12345D400,TechServices Inc,Software,389.52,421.81,-32.28
2026-02-25,12345D400,TechServices Inc,Software,391.78,425.94,-34.16
2026-02-26,12345D400,TechServices Inc,Software,411.68,446.44,-34.77
2026-02-27,12345D400,TechServices Inc,Software,419.61,456.93,-37.32
2026-03-02,12345D400,TechServices Inc,Software,425.86,463.58,-37.72
2026-03-03,12345D400,TechServices Inc,Software,423.49,461.11,-37.61
2026-03-04,12345D400,TechServices Inc,Software,410.73,448.98,-38.25
2026-03-05,12345D400,TechServices Inc,Software,410.67,450.63,-39.96
2026-03-06,12345D400,TechServices Inc,Software,407.57,447.18,-39.62
2026-03-09,12345D400,TechServices Inc,Software,427.84,466.43,-38.59
2026-03-10,12345D400,TechServices Inc,Software,421.41,462.81,-41.4
2026-03-11,12345D400,TechServices Inc,Software,428.76,466.71,-37.95
2026-03-12,12345D400,TechServices Inc,Software,426.52,464.79,-38.28
2026-03-13,12345D400,TechServices Inc,Software,418.53,456.84,-38.31
2026-03-16,12345D400,TechServices Inc,Software,428.48,465.1,-36.62
2026-03-17,12345D400,TechServices Inc,Software,433.05,469.17,-36.12
2026-03-18,12345D400,TechServices Inc,Software,441.4,475.21,-33.81
2026-03-19,12345D400,TechServices Inc,Software,432.31,465.48,-33.18
2026-03-20,12345D400,TechServices Inc,Software,446.49,481.28,-34.79
2026-03-23,12345D400,TechServices Inc,Software,429.94,463.9,-33.96
2026-03-24,12345D400,TechServices Inc,Software,434.86,471.76,-36.9
2026-03-25,12345D400,TechServices Inc,Software,459.44,496.15,-36.71
2026-03-26,12345D400,TechServices Inc,Software,447.26,484.13,-36.88
2026-03-27,12345D400,TechServices Inc,Software,439.82,477.3,-37.48
2026-03-30,12345D400,TechServices Inc,Software,442.53,480.41,-37.88
2026-03-31,12345D400,TechServices Inc,Software,439.24,481.91,-42.66
2026-04-01,12345D400,TechServices Inc,Software,428.8,472.92,-44.11
2026-04-02,12345D400,TechServices Inc,Software,431.35,475.31,-43.96
2026-04-03,12345D400,TechServices Inc,Software,425.91,469.55,-43.64
2026-04-06,12345D400,TechServices Inc,Software,434.16,480.45,-46.29
2026-04-07,12345D400,TechServices Inc,Software,428.82,472.03,-43.21
2026-04-08,12345D400,TechServices Inc,Software,439.49,484.94,-45.45
2026-04-09,12345D400,TechServices Inc,Software,436.2,479.31,-43.11
2026-04-10,12345D400,TechServices Inc,Software,441.61,483.73,-42.12
2026-04-13,12345D400,TechServices Inc,Software,446.97,490.79,-43.82
2026-04-14,12345D400,TechServices Inc,Software,433.27,472.73,-39.46
2026-04-15,12345D400,TechServices Inc,Software,439.54,482.06,-42.52
2026-04-16,12345D400,TechServices Inc,Software,448.72,489.03,-40.3
2026-04-17,12345D400,TechServices Inc,Software,427.12,465.0,-37.88
2025-10-01,12345E500,CloudInfra LLC,Software,430.0,430.0,-20.0
2025-10-02,12345E500,CloudInfra LLC,Software,426.38,446.33,-19.95
2025-10-03,12345E500,CloudInfra LLC,Software,429.04,448.64,-19.6
2025-10-06,12345E500,CloudInfra LLC,Software,440.51,459.58,-19.07
2025-10-07,12345E500,CloudInfra LLC,Software,435.81,455.51,-19.71
2025-10-08,12345E500,CloudInfra LLC,Software,433.21,449.27,-16.06
2025-10-09,12345E500,CloudInfra LLC,Software,437.69,457.84,-20.15
2025-10-10,12345E500,CloudInfra LLC,Software,444.83,467.12,-22.3
2025-10-13,12345E500,CloudInfra LLC,Software,441.61,464.24,-22.63
2025-10-14,12345E500,CloudInfra LLC,Software,442.66,469.48,-26.82
2025-10-15,12345E500,CloudInfra LLC,Software,442.28,469.62,-27.34
2025-10-16,12345E500,CloudInfra LLC,Software,443.06,466.33,-23.27
2025-10-17,12345E500,CloudInfra LLC,Software,438.49,461.79,-23.3
2025-10-20,12345E500,CloudInfra LLC,Software,421.25,444.05,-22.8
2025-10-21,12345E500,CloudInfra LLC,Software,405.66,431.69,-26.03
2025-10-22,12345E500,CloudInfra LLC,Software,398.38,426.03,-27.65
2025-10-23,12345E500,CloudInfra LLC,Software,395.23,423.9,-28.67
2025-10-24,12345E500,CloudInfra LLC,Software,397.86,427.4,-29.54
2025-10-27,12345E500,CloudInfra LLC,Software,390.92,417.34,-26.42
2025-10-28,12345E500,CloudInfra LLC,Software,372.96,398.07,-25.1
2025-10-29,12345E500,CloudInfra LLC,Software,388.12,416.08,-27.96
2025-10-30,12345E500,CloudInfra LLC,Software,382.38,409.81,-27.43
2025-10-31,12345E500,CloudInfra LLC,Software,384.41,410.67,-26.26
2025-11-03,12345E500,CloudInfra LLC,Software,376.04,399.53,-23.49
2025-11-04,12345E500,CloudInfra LLC,Software,378.99,398.61,-19.62
2025-11-05,12345E500,CloudInfra LLC,Software,375.65,397.89,-22.24
2025-11-06,12345E500,CloudInfra LLC,Software,355.63,379.98,-24.34
2025-11-07,12345E500,CloudInfra LLC,Software,360.91,388.48,-27.57
2025-11-10,12345E500,CloudInfra LLC,Software,365.52,393.75,-28.23
2025-11-11,12345E500,CloudInfra LLC,Software,370.03,397.18,-27.15
2025-11-12,12345E500,CloudInfra LLC,Software,367.82,392.57,-24.76
2025-11-13,12345E500,CloudInfra LLC,Software,381.24,406.27,-25.03
2025-11-14,12345E500,CloudInfra LLC,Software,385.81,411.71,-25.91
2025-11-17,12345E500,CloudInfra LLC,Software,374.93,400.54,-25.61
2025-11-18,12345E500,CloudInfra LLC,Software,384.53,412.31,-27.78
2025-11-19,12345E500,CloudInfra LLC,Software,378.65,401.29,-22.63
2025-11-20,12345E500,CloudInfra LLC,Software,386.01,412.74,-26.73
2025-11-21,12345E500,CloudInfra LLC,Software,383.99,410.34,-26.35
2025-11-24,12345E500,CloudInfra LLC,Software,376.84,398.21,-21.37
2025-11-25,12345E500,CloudInfra LLC,Software,377.54,398.97,-21.43
2025-11-26,12345E500,CloudInfra LLC,Software,384.35,406.34,-21.99
2025-11-27,12345E500,CloudInfra LLC,Software,379.45,402.41,-22.96
2025-11-28,12345E500,CloudInfra LLC,Software,376.97,400.46,-23.49
2025-12-01,12345E500,CloudInfra LLC,Software,374.32,394.46,-20.14
2025-12-02,12345E500,CloudInfra LLC,Software,362.32,388.07,-25.75
2025-12-03,12345E500,CloudInfra LLC,Software,359.09,381.08,-22.0
2025-12-04,12345E500,CloudInfra LLC,Software,353.76,379.4,-25.64
2025-12-05,12345E500,CloudInfra LLC,Software,368.16,394.54,-26.39
2025-12-08,12345E500,CloudInfra LLC,Software,372.23,399.77,-27.54
2025-12-09,12345E500,CloudInfra LLC,Software,360.28,386.43,-26.15
2025-12-10,12345E500,CloudInfra LLC,Software,362.95,393.17,-30.22
2025-12-11,12345E500,CloudInfra LLC,Software,362.25,391.39,-29.15
2025-12-12,12345E500,CloudInfra LLC,Software,362.16,386.33,-24.17
2025-12-15,12345E500,CloudInfra LLC,Software,364.71,392.36,-27.65
2025-12-16,12345E500,CloudInfra LLC,Software,371.27,398.53,-27.26
2025-12-17,12345E500,CloudInfra LLC,Software,378.47,407.46,-28.99
2025-12-18,12345E500,CloudInfra LLC,Software,367.79,395.8,-28.01
2025-12-19,12345E500,CloudInfra LLC,Software,363.5,391.54,-28.04
2025-12-22,12345E500,CloudInfra LLC,Software,365.55,395.27,-29.73
2025-12-23,12345E500,CloudInfra LLC,Software,378.11,406.7,-28.59
2025-12-24,12345E500,CloudInfra LLC,Software,376.92,401.08,-24.16
2025-12-25,12345E500,CloudInfra LLC,Software,377.68,402.39,-24.71
2025-12-26,12345E500,CloudInfra LLC,Software,374.22,397.21,-22.99
2025-12-29,12345E500,CloudInfra LLC,Software,365.99,392.29,-26.31
2025-12-30,12345E500,CloudInfra LLC,Software,375.28,404.06,-28.78
2025-12-31,12345E500,CloudInfra LLC,Software,386.47,414.15,-27.68
2026-01-01,12345E500,CloudInfra LLC,Software,388.24,412.29,-24.05
2026-01-02,12345E500,CloudInfra LLC,Software,394.56,417.8,-23.24
2026-01-05,12345E500,CloudInfra LLC,Software,388.13,412.23,-24.1
2026-01-06,12345E500,CloudInfra LLC,Software,383.87,408.05,-24.18
2026-01-07,12345E500,CloudInfra LLC,Software,393.82,421.21,-27.39
2026-01-08,12345E500,CloudInfra LLC,Software,410.43,436.39,-25.96
2026-01-09,12345E500,CloudInfra LLC,Software,415.06,438.89,-23.83
2026-01-12,12345E500,CloudInfra LLC,Software,432.85,457.89,-25.04
2026-01-13,12345E500,CloudInfra LLC,Software,413.93,440.22,-26.3
2026-01-14,12345E500,CloudInfra LLC,Software,421.76,447.47,-25.71
2026-01-15,12345E500,CloudInfra LLC,Software,420.5,447.38,-26.88
2026-01-16,12345E500,CloudInfra LLC,Software,417.6,444.73,-27.13
2026-01-19,12345E500,CloudInfra LLC,Software,421.62,443.58,-21.96
2026-01-20,12345E500,CloudInfra LLC,Software,412.32,434.98,-22.66
2026-01-21,12345E500,CloudInfra LLC,Software,410.89,434.52,-23.63
2026-01-22,12345E500,CloudInfra LLC,Software,412.54,437.87,-25.33
2026-01-23,12345E500,CloudInfra LLC,Software,424.52,448.07,-23.55
2026-01-26,12345E500,CloudInfra LLC,Software,423.76,447.85,-24.08
2026-01-27,12345E500,CloudInfra LLC,Software,412.23,438.02,-25.79
2026-01-28,12345E500,CloudInfra LLC,Software,399.61,422.17,-22.56
2026-01-29,12345E500,CloudInfra LLC,Software,405.22,424.32,-19.09
2026-01-30,12345E500,CloudInfra LLC,Software,403.5,424.18,-20.68
2026-02-02,12345E500,CloudInfra LLC,Software,398.31,423.73,-25.42
2026-02-03,12345E500,CloudInfra LLC,Software,402.6,425.58,-22.98
2026-02-04,12345E500,CloudInfra LLC,Software,402.39,427.16,-24.77
2026-02-05,12345E500,CloudInfra LLC,Software,416.78,439.65,-22.88
2026-02-06,12345E500,CloudInfra LLC,Software,413.59,441.47,-27.88
2026-02-09,12345E500,CloudInfra LLC,Software,413.17,438.9,-25.73
2026-02-10,12345E500,CloudInfra LLC,Software,413.62,442.46,-28.84
2026-02-11,12345E500,CloudInfra LLC,Software,398.57,425.66,-27.09
2026-02-12,12345E500,CloudInfra LLC,Software,406.19,433.33,-27.14
2026-02-13,12345E500,CloudInfra LLC,Software,408.76,438.36,-29.6
2026-02-16,12345E500,CloudInfra LLC,Software,412.48,443.18,-30.7
2026-02-17,12345E500,CloudInfra LLC,Software,407.02,436.08,-29.06
2026-02-18,12345E500,CloudInfra LLC,Software,390.69,419.57,-28.88
2026-02-19,12345E500,CloudInfra LLC,Software,392.08,419.58,-27.5
2026-02-20,12345E500,CloudInfra LLC,Software,392.19,414.83,-22.64
2026-02-23,12345E500,CloudInfra LLC,Software,383.45,410.08,-26.63
2026-02-24,12345E500,CloudInfra LLC,Software,379.83,402.49,-22.66
2026-02-25,12345E500,CloudInfra LLC,Software,388.91,411.4,-22.48
2026-02-26,12345E500,CloudInfra LLC,Software,399.34,424.15,-24.81
2026-02-27,12345E500,CloudInfra LLC,Software,408.57,436.79,-28.22
2026-03-02,12345E500,CloudInfra LLC,Software,407.61,436.38,-28.77
2026-03-03,12345E500,CloudInfra LLC,Software,410.61,437.16,-26.55
2026-03-04,12345E500,CloudInfra LLC,Software,395.57,422.51,-26.94
2026-03-05,12345E500,CloudInfra LLC,Software,398.97,422.21,-23.25
2026-03-06,12345E500,CloudInfra LLC,Software,398.15,425.11,-26.95
2026-03-09,12345E500,CloudInfra LLC,Software,417.12,444.18,-27.06
2026-03-10,12345E500,CloudInfra LLC,Software,416.58,446.85,-30.28
2026-03-11,12345E500,CloudInfra LLC,Software,415.4,444.85,-29.45
2026-03-12,12345E500,CloudInfra LLC,Software,419.02,446.33,-27.31
2026-03-13,12345E500,CloudInfra LLC,Software,408.74,437.18,-28.44
2026-03-16,12345E500,CloudInfra LLC,Software,417.29,452.32,-35.03
2026-03-17,12345E500,CloudInfra LLC,Software,419.54,454.15,-34.61
2026-03-18,12345E500,CloudInfra LLC,Software,415.47,449.07,-33.6
2026-03-19,12345E500,CloudInfra LLC,Software,408.56,441.23,-32.67
2026-03-20,12345E500,CloudInfra LLC,Software,430.17,459.83,-29.66
2026-03-23,12345E500,CloudInfra LLC,Software,423.41,455.83,-32.42
2026-03-24,12345E500,CloudInfra LLC,Software,428.42,459.22,-30.8
2026-03-25,12345E500,CloudInfra LLC,Software,444.45,472.34,-27.9
2026-03-26,12345E500,CloudInfra LLC,Software,437.38,469.81,-32.42
2026-03-27,12345E500,CloudInfra LLC,Software,435.84,467.55,-31.71
2026-03-30,12345E500,CloudInfra LLC,Software,432.1,465.14,-33.05
2026-03-31,12345E500,CloudInfra LLC,Software,433.49,466.82,-33.33
2026-04-01,12345E500,CloudInfra LLC,Software,425.27,457.81,-32.54
2026-04-02,12345E500,CloudInfra LLC,Software,429.42,463.26,-33.84
2026-04-03,12345E500,CloudInfra LLC,Software,423.79,459.4,-35.61
2026-04-06,12345E500,CloudInfra LLC,Software,428.1,463.7,-35.6
2026-04-07,12345E500,CloudInfra LLC,Software,424.55,462.95,-38.4
2026-04-08,12345E500,CloudInfra LLC,Software,439.39,480.58,-41.2
2026-04-09,12345E500,CloudInfra LLC,Software,432.39,471.97,-39.58
2026-04-10,12345E500,CloudInfra LLC,Software,428.06,470.59,-42.53
2026-04-13,12345E500,CloudInfra LLC,Software,435.22,476.16,-40.94
2026-04-14,12345E500,CloudInfra LLC,Software,432.89,472.75,-39.87
2026-04-15,12345E500,CloudInfra LLC,Software,429.91,474.17,-44.26
2026-04-16,12345E500,CloudInfra LLC,Software,434.18,480.21,-46.03
2026-04-17,12345E500,CloudInfra LLC,Software,423.21,466.34,-43.13
2025-10-01,23456A100,MedTech Partners,Healthcare,285.0,285.0,-20.0
2025-10-02,23456A100,MedTech Partners,Healthcare,284.32,304.93,-20.61
2025-10-03,23456A100,MedTech Partners,Healthcare,290.61,311.14,-20.53
2025-10-06,23456A100,MedTech Partners,Healthcare,296.97,321.14,-24.17
2025-10-07,23456A100,MedTech Partners,Healthcare,297.23,322.17,-24.94
2025-10-08,23456A100,MedTech Partners,Healthcare,293.2,318.29,-25.09
2025-10-09,23456A100,MedTech Partners,Healthcare,300.6,319.16,-18.56
2025-10-10,23456A100,MedTech Partners,Healthcare,303.54,324.9,-21.36
2025-10-13,23456A100,MedTech Partners,Healthcare,301.6,319.32,-17.71
2025-10-14,23456A100,MedTech Partners,Healthcare,302.92,318.17,-15.24
2025-10-15,23456A100,MedTech Partners,Healthcare,300.07,314.63,-14.56
2025-10-16,23456A100,MedTech Partners,Healthcare,299.85,310.04,-10.18
2025-10-17,23456A100,MedTech Partners,Healthcare,299.6,308.88,-9.27
2025-10-20,23456A100,MedTech Partners,Healthcare,285.94,294.26,-8.32
2025-10-21,23456A100,MedTech Partners,Healthcare,282.58,291.06,-8.47
2025-10-22,23456A100,MedTech Partners,Healthcare,283.85,289.28,-5.44
2025-10-23,23456A100,MedTech Partners,Healthcare,275.72,278.43,-2.71
2025-10-24,23456A100,MedTech Partners,Healthcare,279.46,283.75,-4.3
2025-10-27,23456A100,MedTech Partners,Healthcare,274.06,281.68,-7.62
2025-10-28,23456A100,MedTech Partners,Healthcare,268.48,276.62,-8.14
2025-10-29,23456A100,MedTech Partners,Healthcare,276.81,286.97,-10.16
2025-10-30,23456A100,MedTech Partners,Healthcare,275.46,285.8,-10.34
2025-10-31,23456A100,MedTech Partners,Healthcare,274.05,281.32,-7.27
2025-11-03,23456A100,MedTech Partners,Healthcare,265.83,274.26,-8.43
2025-11-04,23456A100,MedTech Partners,Healthcare,261.39,269.95,-8.56
2025-11-05,23456A100,MedTech Partners,Healthcare,260.42,268.85,-8.43
2025-11-06,23456A100,MedTech Partners,Healthcare,255.52,261.85,-6.33
2025-11-07,23456A100,MedTech Partners,Healthcare,256.26,268.23,-11.97
2025-11-10,23456A100,MedTech Partners,Healthcare,256.11,269.62,-13.51
2025-11-11,23456A100,MedTech Partners,Healthcare,259.61,272.61,-13.0
2025-11-12,23456A100,MedTech Partners,Healthcare,255.97,265.99,-10.02
2025-11-13,23456A100,MedTech Partners,Healthcare,266.31,277.57,-11.27
2025-11-14,23456A100,MedTech Partners,Healthcare,268.21,284.19,-15.98
2025-11-17,23456A100,MedTech Partners,Healthcare,265.02,279.47,-14.45
2025-11-18,23456A100,MedTech Partners,Healthcare,269.79,285.85,-16.06
2025-11-19,23456A100,MedTech Partners,Healthcare,266.51,285.57,-19.05
2025-11-20,23456A100,MedTech Partners,Healthcare,269.42,290.05,-20.63
2025-11-21,23456A100,MedTech Partners,Healthcare,257.29,278.41,-21.12
2025-11-24,23456A100,MedTech Partners,Healthcare,254.16,276.81,-22.65
